,사고년도,사고월,사고일,사고시각,사고시간_인덱스,사고요일,사고요일_i,사고장소,위도,경도,사고내용,사고내용_i,사고유형,사고유형_i,기상상태,기상상태_i,도로형태,가해운전자 차종,가해운전자 차종_i,가해운전자 성별,가해운전자 성별_i,가해운전자_연령대,피해운전자 차종,피해운전자 차종_i,피해운전자 성별,피해운전자 성별_i,피해운전자_연령대
1568,2018,1,13,21,7,토,5,서울특별시 강남구 신사동 논현로168길,37.52337,127.0310905,중상,2,차대사람,1,맑음,0,1,승용,0,남,0,40,보행자,9,여,1,30
1569,2018,4,5,9,3,목,3,서울특별시 강남구 신사동 도산대로,37.524124,127.022883,중상,2,차대차,0,비,1,1,승용,0,남,0,50,이륜,5,여,1,50
1570,2018,4,23,13,4,월,0,서울특별시 강남구 신사동 압구정로12길,37.5219589,127.0226272,경상,1,차대차,0,맑음,0,1,승용,0,여,1,40,승용,0,여,1,20
1571,2018,10,11,23,7,목,3,서울특별시 강남구 신사동 논현로,37.524124,127.022883,중상,2,차대차,0,맑음,0,1,승용,0,남,0,30,승용,0,여,1,30
1572,2018,11,12,9,3,월,0,서울특별시 강남구 신사동 언주로,37.5226879,127.0252724,경상,1,차대차,0,맑음,0,1,승용,0,남,0,30,승용,0,남,0,60
1573,2018,6,28,22,7,목,3,서울특별시 강남구 신사동 압구정로,37.5270213,127.0357939,경상,1,차대차,0,맑음,0,1,승용,0,남,0,60,승용,0,남,0,50
1574,2018,2,6,14,4,화,1,서울특별시 강남구 신사동 강남대로,37.5200841,127.0211971,경상,1,차대차,0,맑음,0,1,승용,0,남,0,40,승용,0,남,0,60
1575,2018,4,25,16,5,수,2,서울특별시 강남구 신사동 강남대로,37.5200841,127.0211971,경상,1,차대사람,1,맑음,0,1,화물,8,남,0,50,보행자,9,남,0,60
1576,2018,4,25,11,3,수,2,서울특별시 강남구 신사동 논현로,37.524124,127.022883,경상,1,차대차,0,흐림,2,1,화물,8,남,0,50,원동기,4,남,0,30
1577,2018,1,25,14,4,목,3,서울특별시 강남구 신사동 언주로,37.5226879,127.0252724,경상,1,차대차,0,맑음,0,1,승용,0,여,1,40,승용,0,남,0,30
1578,2018,4,29,7,2,일,6,서울특별시 강남구 신사동 압구정로,37.5270213,127.0357939,경상,1,차대사람,1,맑음,0,1,승합,3,남,0,60,보행자,9,여,1,50
1579,2018,7,23,18,6,월,0,서울특별시 강남구 신사동 언주로174길,37.5282368,127.0354577,경상,1,차대차,0,맑음,0,1,승용,0,남,0,40,승용,0,남,0,60
1580,2018,8,9,14,4,목,3,서울특별시 강남구 신사동 도산대로37길,37.522513,127.0313821,중상,2,차대사람,1,맑음,0,1,화물,8,남,0,70,보행자,9,여,1,30
1581,2018,10,4,17,5,목,3,서울특별시 강남구 신사동 언주로,37.5226879,127.0252724,경상,1,차대차,0,맑음,0,1,이륜,5,남,0,30,승용,0,여,1,40
1582,2018,9,15,2,0,토,5,서울특별시 강남구 신사동 언주로172길,37.5273574,127.0362973,경상,1,차대차,0,맑음,0,1,승용,0,남,0,30,승용,0,남,0,30
1583,2018,2,9,12,4,금,4,서울특별시 강남구 신사동 강남대로,37.5200841,127.0211971,경상,1,차대차,0,맑음,0,1,승용,0,여,1,40,승용,0,남,0,30
1584,2018,8,28,19,6,화,1,서울특별시 강남구 신사동 압구정로,37.5270213,127.0357939,중상,2,차대사람,1,비,1,1,승용,0,남,0,30,보행자,9,여,1,30
1585,2018,9,12,19,6,수,2,서울특별시 강남구 신사동 논현로151길,37.5199219,127.0257804,경상,1,차대차,0,맑음,0,0,승용,0,남,0,50,승용,0,남,0,30
1586,2018,4,28,2,0,토,5,서울특별시 강남구 신사동 도산대로,37.524124,127.022883,중상,2,차대사람,1,맑음,0,1,승용,0,남,0,50,보행자,9,남,0,30
1587,2018,11,18,18,6,일,6,서울특별시 강남구 신사동 도산대로13길,37.5194797,127.0230541,경상,1,차대차,0,맑음,0,1,승용,0,남,0,20,승용,0,남,0,20
1588,2018,3,12,13,4,월,0,서울특별시 강남구 신사동 강남대로,37.5200841,127.0211971,부상신고,0,차대차,0,맑음,0,1,승용,0,남,0,20,승용,0,남,0,60
1589,2018,1,31,1,0,수,2,서울특별시 강남구 신사동 언주로,37.5226879,127.0252724,중상,2,차대차,0,맑음,0,1,승용,0,남,0,30,승용,0,남,0,50
1590,2018,3,24,18,6,토,5,서울특별시 강남구 신사동 논현로167길,37.5245344,127.0270111,부상신고,0,차대차,0,맑음,0,1,승용,0,여,1,50,승용,0,남,0,20
1591,2018,12,10,18,6,월,0,서울특별시 강남구 신사동 언주로,37.5226879,127.0252724,경상,1,차대차,0,맑음,0,0,승용,0,남,0,30,승용,0,여,1,50
1592,2018,3,29,12,4,목,3,서울특별시 강남구 신사동 도산대로,37.524124,127.022883,경상,1,차대차,0,맑음,0,1,승용,0,남,0,40,이륜,5,남,0,50
1593,2018,3,1,16,5,목,3,서울특별시 강남구 신사동 언주로168길,37.5261211,127.035296,경상,1,차대사람,1,맑음,0,1,승용,0,남,0,60,보행자,9,여,1,30
1594,2018,11,19,16,5,월,0,서울특별시 강남구 신사동 논현로,37.524124,127.022883,경상,1,차대차,0,맑음,0,1,승용,0,여,1,40,승용,0,여,1,50
1595,2018,9,11,15,5,화,1,서울특별시 강남구 신사동 강남대로,37.5200841,127.0211971,경상,1,차대차,0,맑음,0,1,화물,8,남,0,80,승용,0,남,0,50
1596,2018,8,14,18,6,화,1,서울특별시 강남구 신사동 압구정로,37.5270213,127.0357939,경상,1,차대차,0,맑음,0,1,승합,3,남,0,30,승용,0,여,1,50
1597,2018,6,15,17,5,금,4,서울특별시 강남구 신사동 선릉로,37.5226879,127.0252724,경상,1,차대차,0,맑음,0,1,승용,0,여,1,40,승용,0,남,0,30
1598,2018,6,13,2,0,수,2,서울특별시 강남구 신사동 언주로,37.5226879,127.0252724,중상,2,차대사람,1,맑음,0,0,승용,0,여,1,10,보행자,9,여,1,30
1599,2018,10,1,14,4,월,0,서울특별시 강남구 신사동 압구정로12길,37.5219589,127.0226272,경상,1,차대사람,1,맑음,0,1,승용,0,남,0,20,보행자,9,여,1,60
1600,2018,4,11,0,0,수,2,서울특별시 강남구 신사동 도산대로,37.524124,127.022883,경상,1,차대차,0,흐림,2,1,승용,0,남,0,50,승용,0,남,0,50
1601,2018,1,16,19,6,화,1,서울특별시 강남구 신사동 강남대로,37.5200841,127.0211971,경상,1,차대차,0,맑음,0,1,화물,8,남,0,40,승용,0,남,0,60
1602,2018,9,12,6,2,수,2,서울특별시 강남구 신사동 도산대로,37.524124,127.022883,경상,1,차대차,0,맑음,0,1,승용,0,남,0,50,승용,0,남,0,30
1603,2018,1,12,21,7,금,4,서울특별시 강남구 신사동 강남대로,37.5200841,127.0211971,중상,2,차대차,0,맑음,0,1,승용,0,남,0,50,승용,0,남,0,50
1604,2018,3,20,5,1,화,1,서울특별시 강남구 신사동 강남대로,37.5200841,127.0211971,중상,2,차대사람,1,맑음,0,1,승용,0,남,0,30,보행자,9,남,0,50
1605,2018,8,6,9,3,월,0,서울특별시 강남구 신사동 언주로,37.5226879,127.0252724,경상,1,차대차,0,비,1,1,승용,0,남,0,30,이륜,5,남,0,40
1606,2018,4,21,18,6,토,5,서울특별시 강남구 신사동 강남대로,37.5200841,127.0211971,경상,1,차대차,0,맑음,0,1,승용,0,남,0,30,승용,0,남,0,60
1607,2018,8,5,3,1,일,6,서울특별시 강남구 신사동 도산대로49길,37.5244753,127.03727,경상,1,차대사람,1,맑음,0,0,승용,0,남,0,20,보행자,9,남,0,60
1608,2018,12,7,23,7,금,4,서울특별시 강남구 신사동 강남대로,37.5200841,127.0211971,경상,1,차대차,0,맑음,0,0,승용,0,남,0,50,승용,0,남,0,60
1609,2018,6,2,19,6,토,5,서울특별시 강남구 신사동 압구정로36길,37.5264472,127.0314644,부상신고,0,차대차,0,흐림,2,1,승용,0,여,1,10,이륜,5,남,0,40
1610,2018,4,12,9,3,목,3,서울특별시 강남구 신사동 도산대로,37.524124,127.022883,경상,1,차대차,0,맑음,0,1,승용,0,남,0,20,승용,0,여,1,50
1611,2018,11,1,13,4,목,3,서울특별시 강남구 신사동 강남대로152길,37.5180262,127.0224203,경상,1,차대사람,1,맑음,0,1,승용,0,남,0,20,보행자,9,여,1,40
1612,2018,12,22,11,3,토,5,서울특별시 강남구 신사동 강남대로152길,37.5180262,127.0224203,경상,1,차대사람,1,맑음,0,1,승용,0,남,0,10,보행자,9,여,1,60
1613,2018,11,24,6,2,토,5,서울특별시 강남구 신사동 강남대로152길,37.5180262,127.0224203,중상,2,차대차,0,맑음,0,1,승용,0,남,0,50,승용,0,남,0,30
1614,2018,1,12,4,1,금,4,서울특별시 강남구 신사동 압구정로,37.5270213,127.0357939,경상,1,차대차,0,맑음,0,0,승합,3,남,0,60,승용,0,남,0,50
1615,2018,7,25,16,5,수,2,서울특별시 강남구 신사동 강남대로,37.5200841,127.0211971,경상,1,차대차,0,맑음,0,1,승용,0,여,1,40,승용,0,남,0,50
1616,2018,8,17,11,3,금,4,서울특별시 강남구 신사동 언주로,37.5226879,127.0252724,중상,2,차대차,0,맑음,0,0,이륜,5,남,0,20,승용,0,남,0,50
1617,2018,6,6,13,4,수,2,서울특별시 강남구 신사동 논현로,37.524124,127.022883,경상,1,차대차,0,맑음,0,1,승용,0,남,0,40,승용,0,여,1,50
1618,2018,11,7,18,6,수,2,서울특별시 강남구 신사동 도산대로,37.524124,127.022883,경상,1,차대차,0,맑음,0,1,승용,0,남,0,40,승용,0,여,1,60
1619,2018,3,9,21,7,금,4,서울특별시 강남구 신사동 선릉로,37.5226879,127.0252724,중상,2,차대차,0,맑음,0,0,승용,0,남,0,20,승용,0,남,0,60
1620,2018,8,17,20,6,금,4,서울특별시 강남구 신사동 논현로,37.524124,127.022883,경상,1,차대사람,1,맑음,0,0,승용,0,남,0,10,보행자,9,남,0,60
1621,2018,7,25,0,0,수,2,서울특별시 강남구 신사동 강남대로,37.5200841,127.0211971,경상,1,차대차,0,흐림,2,1,승용,0,남,0,30,승용,0,남,0,50
1622,2018,2,6,12,4,화,1,서울특별시 강남구 신사동 논현로,37.524124,127.022883,경상,1,차대차,0,맑음,0,1,승용,0,남,0,50,승용,0,여,1,60
1623,2018,2,6,7,2,화,1,서울특별시 강남구 신사동 강남대로,37.5200841,127.0211971,경상,1,차대차,0,맑음,0,1,승용,0,남,0,60,승용,0,남,0,60
1624,2018,8,28,13,4,화,1,서울특별시 강남구 신사동 언주로,37.5226879,127.0252724,경상,1,차대차,0,맑음,0,1,승용,0,남,0,40,승용,0,남,0,60
1625,2018,1,27,2,0,토,5,서울특별시 강남구 신사동 도산대로,37.524124,127.022883,경상,1,차대차,0,맑음,0,1,승용,0,남,0,50,승용,0,남,0,50
1626,2018,3,28,18,6,수,2,서울특별시 강남구 신사동 도산대로,37.524124,127.022883,경상,1,차대차,0,맑음,0,1,승용,0,남,0,30,승용,0,여,1,40
1627,2018,4,15,16,5,일,6,서울특별시 강남구 신사동 압구정로,37.5270213,127.0357939,경상,1,차대차,0,맑음,0,0,화물,8,남,0,30,승용,0,여,1,50
1628,2018,3,14,17,5,수,2,서울특별시 강남구 신사동 압구정로12길,37.5219589,127.0226272,경상,1,차대사람,1,맑음,0,0,승용,0,남,0,20,보행자,9,여,1,30
1629,2018,5,5,8,2,토,5,서울특별시 강남구 신사동 논현로,37.524124,127.022883,중상,2,차대차,0,맑음,0,1,승용,0,남,0,60,승용,0,남,0,70
1630,2018,7,13,9,3,금,4,서울특별시 강남구 신사동 논현로,37.524124,127.022883,경상,1,차대차,0,맑음,0,1,승용,0,남,0,40,승용,0,여,1,60
1631,2018,10,29,15,5,월,0,서울특별시 강남구 신사동 논현로,37.524124,127.022883,경상,1,차대차,0,맑음,0,1,승용,0,남,0,20,승용,0,여,1,50
1632,2018,1,1,1,0,월,0,서울특별시 강남구 신사동 압구정로,37.5270213,127.0357939,경상,1,차대차,0,맑음,0,0,승용,0,남,0,60,승용,0,남,0,60
1633,2018,2,6,0,0,화,1,서울특별시 강남구 신사동 강남대로,37.5200841,127.0211971,중상,2,차대차,0,맑음,0,1,승용,0,남,0,40,승용,0,남,0,50
1634,2018,11,8,23,7,목,3,서울특별시 강남구 신사동 논현로,37.524124,127.022883,경상,1,차대차,0,비,1,1,승용,0,남,0,60,승용,0,남,0,30
1635,2018,2,10,15,5,토,5,서울특별시 강남구 신사동 강남대로,37.5200841,127.0211971,경상,1,차대차,0,맑음,0,1,승용,0,남,0,50,승합,3,남,0,30
1636,2018,3,16,21,7,금,4,서울특별시 강남구 신사동 강남대로,37.5200841,127.0211971,경상,1,차대차,0,맑음,0,1,승용,0,남,0,70,승용,0,남,0,80
1637,2018,11,24,23,7,토,5,서울특별시 강남구 신사동 도산대로,37.524124,127.022883,중상,2,차대차,0,맑음,0,0,승용,0,여,1,30,승용,0,남,0,20
1638,2018,1,21,3,1,일,6,서울특별시 강남구 신사동 도산대로,37.524124,127.022883,경상,1,차대차,0,맑음,0,0,승용,0,남,0,40,승용,0,남,0,50
1639,2018,11,3,16,5,토,5,서울특별시 강남구 신사동 도산대로,37.524124,127.022883,경상,1,차대차,0,맑음,0,1,승용,0,남,0,30,승용,0,여,1,30
1640,2018,11,17,5,1,토,5,서울특별시 강남구 신사동 올림픽대로,37.5116399,126.9948354,중상,2,차대차,0,맑음,0,1,승용,0,남,0,60,승용,0,남,0,50
1641,2018,11,15,21,7,목,3,서울특별시 강남구 신사동 압구정로,37.5270213,127.0357939,경상,1,차대차,0,맑음,0,0,이륜,5,남,0,30,승용,0,여,1,10
1642,2018,9,1,18,6,토,5,서울특별시 강남구 신사동 압구정로,37.5270213,127.0357939,경상,1,차대차,0,흐림,2,1,승용,0,남,0,30,승합,3,남,0,50
1643,2018,12,26,4,1,수,2,서울특별시 강남구 신사동 도산대로49길,37.5244753,127.03727,경상,1,차대차,0,맑음,0,1,승용,0,남,0,50,승용,0,남,0,20
1644,2018,8,19,20,6,일,6,서울특별시 강남구 신사동 도산대로,37.524124,127.022883,중상,2,차대차,0,맑음,0,1,이륜,5,남,0,50,승용,0,남,0,40
1645,2018,7,28,5,1,토,5,서울특별시 강남구 신사동 도산대로,37.524124,127.022883,경상,1,차대차,0,맑음,0,0,승용,0,남,0,60,승용,0,남,0,30
1646,2018,2,8,5,1,목,3,서울특별시 강남구 신사동 강남대로,37.5200841,127.0211971,경상,1,차대차,0,맑음,0,1,승용,0,남,0,60,승용,0,여,1,70
1647,2018,11,29,1,0,목,3,서울특별시 강남구 신사동 압구정로50길,37.527247,127.0382232,부상신고,0,차대사람,1,맑음,0,1,승용,0,여,1,20,보행자,9,여,1,30
1648,2018,12,13,18,6,목,3,서울특별시 강남구 신사동 도산대로,37.524124,127.022883,경상,1,차대차,0,맑음,0,0,승용,0,남,0,30,승용,0,남,0,50
1649,2018,1,15,12,4,월,0,서울특별시 강남구 신사동 언주로,37.5226879,127.0252724,경상,1,차대차,0,맑음,0,1,승용,0,여,1,20,승용,0,남,0,70
1650,2018,12,14,3,1,금,4,서울특별시 강남구 신사동 논현로,37.524124,127.022883,경상,1,차대차,0,맑음,0,1,승용,0,남,0,50,승용,0,남,0,20
1651,2018,6,15,13,4,금,4,서울특별시 강남구 신사동 논현로,37.524124,127.022883,중상,2,차대차,0,맑음,0,0,승용,0,남,0,30,승용,0,남,0,60
1652,2018,4,29,0,0,일,6,서울특별시 강남구 신사동 선릉로189길,37.5273529,127.0214266,중상,2,차대차,0,맑음,0,1,승용,0,남,0,40,승용,0,남,0,20
1653,2018,11,6,10,3,화,1,서울특별시 강남구 신사동 언주로,37.5226879,127.0252724,부상신고,0,차대차,0,맑음,0,1,자전거,6,여,1,50,승용,0,남,0,40
1654,2018,11,6,20,6,화,1,서울특별시 강남구 신사동 압구정로,37.5270213,127.0357939,경상,1,차대차,0,맑음,0,0,승용,0,남,0,30,승용,0,남,0,60
1655,2018,4,12,17,5,목,3,서울특별시 강남구 신사동 도산대로,37.524124,127.022883,경상,1,차대차,0,맑음,0,1,승합,3,남,0,20,승용,0,여,1,50
1656,2018,2,23,19,6,금,4,서울특별시 강남구 신사동 도산대로,37.524124,127.022883,경상,1,차대차,0,맑음,0,0,승용,0,남,0,40,승용,0,남,0,30
1657,2018,7,4,13,4,수,2,서울특별시 강남구 신사동 압구정로79길,37.5250412,127.0492971,부상신고,0,차대차,0,맑음,0,0,승용,0,남,0,40,원동기,4,남,0,60
1658,2018,6,29,13,4,금,4,서울특별시 강남구 신사동 언주로172길,37.5273574,127.0362973,경상,1,차대차,0,맑음,0,1,이륜,5,남,0,40,승용,0,남,0,40
1659,2018,1,8,17,5,월,0,서울특별시 강남구 신사동 도산대로49길,37.5244753,127.03727,경상,1,차대사람,1,맑음,0,1,승용,0,남,0,10,보행자,9,남,0,60
1660,2018,4,3,3,1,화,1,서울특별시 강남구 신사동 압구정로18길,37.5236989,127.0247212,중상,2,차대차,0,맑음,0,1,승용,0,남,0,50,승용,0,남,0,30
1661,2018,10,23,10,3,화,1,서울특별시 강남구 신사동 논현로,37.524124,127.022883,중상,2,차대차,0,맑음,0,1,승용,0,남,0,30,승용,0,남,0,70
1662,2018,8,18,0,0,토,5,서울특별시 강남구 신사동 선릉로,37.5226879,127.0252724,경상,1,차대차,0,맑음,0,1,승용,0,남,0,20,이륜,5,남,0,50
1663,2018,12,22,5,1,토,5,서울특별시 강남구 신사동 도산대로,37.524124,127.022883,경상,1,차대사람,1,맑음,0,1,승용,0,남,0,20,보행자,9,여,1,50
1664,2018,4,8,20,6,일,6,서울특별시 강남구 신사동 압구정로,37.5270213,127.0357939,경상,1,차대차,0,흐림,2,0,승용,0,남,0,50,승용,0,남,0,30
1665,2018,9,30,14,4,일,6,서울특별시 강남구 신사동 강남대로,37.5200841,127.0211971,부상신고,0,차대사람,1,맑음,0,1,자전거,6,남,0,20,보행자,9,여,1,40
1666,2018,3,28,7,2,수,2,서울특별시 강남구 신사동 논현로151길,37.5199219,127.0257804,경상,1,차대차,0,맑음,0,1,화물,8,남,0,30,화물,8,남,0,50
1667,2018,8,8,8,2,수,2,서울특별시 강남구 신사동 압구정로,37.5270213,127.0357939,경상,1,차대차,0,맑음,0,1,승용,0,남,0,40,승용,0,여,1,60
1668,2018,3,13,18,6,화,1,서울특별시 강남구 신사동 논현로167길,37.5245344,127.0270111,경상,1,차대사람,1,맑음,0,0,승용,0,여,1,30,보행자,9,남,0,40
1669,2018,7,26,17,5,목,3,서울특별시 강남구 신사동 올림픽대로,37.5116399,126.9948354,경상,1,차대차,0,맑음,0,1,화물,8,남,0,50,승용,0,여,1,50
1670,2018,3,10,2,0,토,5,서울특별시 강남구 신사동 언주로,37.5226879,127.0252724,중상,2,차대차,0,맑음,0,1,승용,0,남,0,50,승용,0,남,0,40
1671,2018,10,2,3,1,화,1,서울특별시 강남구 신사동 압구정로,37.5270213,127.0357939,경상,1,차대차,0,맑음,0,1,이륜,5,남,0,70,승용,0,남,0,20
1672,2018,1,13,0,0,토,5,서울특별시 강남구 신사동 도산대로,37.524124,127.022883,중상,2,차대차,0,맑음,0,0,승용,0,여,1,60,승용,0,남,0,30
1673,2018,8,5,23,7,일,6,서울특별시 강남구 신사동 강남대로,37.5200841,127.0211971,경상,1,차대차,0,맑음,0,1,승용,0,남,0,30,승용,0,남,0,60
1674,2018,8,1,0,0,수,2,서울특별시 강남구 신사동 도산대로,37.524124,127.022883,경상,1,차대차,0,맑음,0,1,승용,0,남,0,40,자전거,6,여,1,60
1675,2018,5,30,1,0,수,2,서울특별시 강남구 신사동 압구정로2길,37.5200389,127.0199948,경상,1,차대사람,1,맑음,0,1,승용,0,남,0,50,보행자,9,남,0,70
1676,2018,11,5,7,2,월,0,서울특별시 강남구 신사동 논현로,37.524124,127.022883,사망,3,차대차,0,맑음,0,0,승용,0,남,0,40,승용,0,남,0,80
1677,2018,6,11,19,6,월,0,서울특별시 강남구 신사동 압구정로,37.5270213,127.0357939,경상,1,차대차,0,비,1,0,승용,0,남,0,50,승용,0,남,0,30
1678,2018,1,30,21,7,화,1,서울특별시 강남구 신사동 언주로,37.5226879,127.0252724,경상,1,차대차,0,눈,3,1,승용,0,여,1,50,승용,0,남,0,20
1679,2018,9,22,10,3,토,5,서울특별시 강남구 신사동 압구정로20길,37.5247193,127.0253586,경상,1,차대사람,1,맑음,0,0,승용,0,여,1,40,보행자,9,여,1,50
1680,2018,5,17,4,1,목,3,서울특별시 강남구 신사동 도산대로,37.524124,127.022883,경상,1,차대차,0,비,1,1,승용,0,남,0,60,승용,0,남,0,40
1681,2018,5,15,9,3,화,1,서울특별시 강남구 신사동 논현로,37.524124,127.022883,경상,1,차대차,0,맑음,0,1,승용,0,남,0,40,승용,0,여,1,70
1682,2018,6,14,7,2,목,3,서울특별시 강남구 신사동 압구정로,37.5270213,127.0357939,경상,1,차대차,0,비,1,0,승용,0,남,0,40,승용,0,여,1,60
1683,2018,4,5,0,0,목,3,서울특별시 강남구 신사동 도산대로,37.524124,127.022883,중상,2,차대차,0,맑음,0,0,승용,0,남,0,50,승용,0,남,0,60
1684,2018,10,27,13,4,토,5,서울특별시 강남구 신사동 선릉로157길,37.5261705,127.0381937,경상,1,차대사람,1,맑음,0,0,승용,0,남,0,30,보행자,9,여,1,30
1685,2018,1,21,1,0,일,6,서울특별시 강남구 신사동 언주로,37.5226879,127.0252724,경상,1,차대차,0,맑음,0,0,화물,8,남,0,50,승용,0,남,0,30
1686,2018,11,8,21,7,목,3,서울특별시 강남구 논현동 도산대로,37.5211419,127.0346289,경상,1,차대차,0,비,1,0,화물,8,남,0,50,승용,0,여,1,50
1687,2018,11,7,1,0,수,2,서울특별시 강남구 논현동 강남대로122길,37.5087755,127.0261818,경상,1,차대차,0,비,1,1,승용,0,남,0,40,승용,0,남,0,30
1688,2018,10,24,21,7,수,2,서울특별시 강남구 논현동 봉은사로,37.5135304,127.0315341,경상,1,차대차,0,맑음,0,1,승용,0,남,0,40,승용,0,남,0,60
1689,2018,9,14,4,1,금,4,서울특별시 강남구 논현동 언주로,37.5135304,127.0315341,중상,2,차대차,0,맑음,0,1,승용,0,여,1,60,승용,0,남,0,30
1690,2018,11,28,19,6,수,2,서울특별시 강남구 논현동 논현로128길,37.5135954,127.03248,경상,1,차대차,0,맑음,0,1,이륜,5,남,0,50,승용,0,남,0,20
1691,2018,12,7,15,5,금,4,서울특별시 강남구 논현동 언주로,37.5135304,127.0315341,경상,1,차대차,0,맑음,0,0,승용,0,여,1,30,승용,0,남,0,30
1692,2018,2,24,4,1,토,5,서울특별시 강남구 논현동 봉은사로,37.5135304,127.0315341,경상,1,차대차,0,맑음,0,1,승용,0,남,0,30,승용,0,여,1,50
1693,2018,4,27,19,6,금,4,서울특별시 강남구 논현동 학동로,37.5148554,127.033969,경상,1,차대차,0,맑음,0,1,화물,8,남,0,50,화물,8,남,0,40
1694,2018,8,2,23,7,목,3,서울특별시 강남구 논현동 학동로,37.5148554,127.033969,경상,1,차대차,0,맑음,0,0,승용,0,남,0,30,승용,0,남,0,60
1695,2018,8,14,13,4,화,1,서울특별시 강남구 논현동 봉은사로37길,37.5101999,127.0351731,경상,1,차대차,0,맑음,0,1,원동기,4,남,0,30,승용,0,남,0,30
1696,2018,8,14,1,0,화,1,서울특별시 강남구 논현동 강남대로118길,37.5069599,127.0264178,경상,1,차대차,0,맑음,0,1,승용,0,남,0,30,승용,0,남,0,30
1697,2018,9,16,19,6,일,6,서울특별시 강남구 논현동 봉은사로,37.5135304,127.0315341,경상,1,차대차,0,맑음,0,1,승용,0,남,0,40,승용,0,남,0,30
1698,2018,6,4,0,0,월,0,서울특별시 강남구 논현동 논현로,37.5135304,127.0315341,경상,1,차대차,0,맑음,0,0,승용,0,남,0,30,이륜,5,남,0,50
1699,2018,11,17,11,3,토,5,서울특별시 강남구 논현동 강남대로,37.5135304,127.0315341,경상,1,차대차,0,맑음,0,1,승용,0,남,0,20,승용,0,남,0,40
1700,2018,7,5,4,1,목,3,서울특별시 강남구 논현동 강남대로118길,37.5069599,127.0264178,경상,1,차대사람,1,맑음,0,1,승용,0,남,0,20,보행자,9,남,0,50
1701,2018,3,17,8,2,토,5,서울특별시 강남구 논현동 강남대로,37.5135304,127.0315341,경상,1,차대차,0,맑음,0,1,승용,0,남,0,50,승용,0,남,0,30
1702,2018,8,1,12,4,수,2,서울특별시 강남구 논현동 봉은사로,37.5135304,127.0315341,경상,1,차대차,0,맑음,0,0,승용,0,남,0,30,승용,0,남,0,70
1703,2018,7,27,16,5,금,4,서울특별시 강남구 논현동 봉은사로7길,37.5072738,127.0272666,경상,1,차대사람,1,맑음,0,1,승용,0,여,1,70,보행자,9,여,1,30
1704,2018,12,26,14,4,수,2,서울특별시 강남구 논현동 언주로,37.5135304,127.0315341,경상,1,차대차,0,맑음,0,1,승용,0,남,0,20,화물,8,남,0,40
1705,2018,1,11,8,2,목,3,서울특별시 강남구 논현동 강남대로122길,37.5087755,127.0261818,경상,1,차대사람,1,맑음,0,1,승용,0,여,1,20,보행자,9,남,0,20
1706,2018,5,12,8,2,토,5,서울특별시 강남구 논현동 강남대로,37.5135304,127.0315341,경상,1,차대차,0,비,1,1,승용,0,남,0,50,승용,0,남,0,30
1707,2018,12,4,10,3,화,1,서울특별시 강남구 논현동 도산대로30길,37.5183924,127.0303163,경상,1,차대사람,1,맑음,0,1,승용,0,여,1,40,보행자,9,여,1,30
1708,2018,12,12,3,1,수,2,서울특별시 강남구 논현동 봉은사로,37.5135304,127.0315341,경상,1,차대차,0,맑음,0,0,승용,0,남,0,30,개인형이동수단(PM),2,남,0,60
1709,2018,10,16,2,0,화,1,서울특별시 강남구 논현동 도산대로,37.5211419,127.0346289,중상,2,차대차,0,맑음,0,0,승용,0,남,0,60,승용,0,남,0,60
1710,2018,12,21,14,4,금,4,서울특별시 강남구 논현동 학동로,37.5148554,127.033969,중상,2,차대차,0,맑음,0,0,승용,0,여,1,30,승용,0,여,1,30
1711,2018,12,19,5,1,수,2,서울특별시 강남구 논현동 언주로126길,37.5137291,127.0372337,경상,1,차대차,0,맑음,0,1,승용,0,남,0,60,승용,0,남,0,40
1712,2018,5,23,15,5,수,2,서울특별시 강남구 논현동 도산대로,37.5211419,127.0346289,중상,2,차대차,0,맑음,0,0,이륜,5,남,0,30,승합,3,남,0,60
1713,2018,11,18,5,1,일,6,서울특별시 강남구 논현동 도산대로,37.5211419,127.0346289,경상,1,차대차,0,맑음,0,1,승용,0,남,0,60,승용,0,남,0,40
1714,2018,6,2,9,3,토,5,서울특별시 강남구 논현동 도산대로,37.5211419,127.0346289,경상,1,차대차,0,맑음,0,1,승용,0,남,0,30,승용,0,남,0,50
1715,2018,1,12,13,4,금,4,서울특별시 강남구 논현동 도산대로,37.5211419,127.0346289,경상,1,차대차,0,맑음,0,0,승용,0,남,0,70,승용,0,여,1,60
1716,2018,11,5,19,6,월,0,서울특별시 강남구 논현동 도산대로,37.5211419,127.0346289,경상,1,차대차,0,맑음,0,0,승용,0,남,0,40,승용,0,남,0,40
1717,2018,8,25,0,0,토,5,서울특별시 강남구 논현동 논현로,37.5135304,127.0315341,경상,1,차대사람,1,맑음,0,0,승합,3,남,0,30,보행자,9,남,0,40
1718,2018,1,21,2,0,일,6,서울특별시 강남구 논현동 학동로,37.5148554,127.033969,중상,2,차대사람,1,맑음,0,0,승용,0,남,0,30,보행자,9,남,0,60
1719,2018,12,4,23,7,화,1,서울특별시 강남구 논현동 선릉로129길,37.5159221,127.0400723,경상,1,차대차,0,맑음,0,0,승용,0,남,0,30,이륜,5,남,0,40
1720,2018,3,20,11,3,화,1,서울특별시 강남구 논현동 선릉로,37.5135304,127.0315341,경상,1,차대차,0,맑음,0,1,승용,0,남,0,70,승용,0,남,0,60
